Gender,Married,Dependents,Education,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term,Credit_History,Property_Area,Age,Loan_Status,Credit_Score,Self_Employed
1.0,0.0,1,1.0,21008.7656449126,17174.05852727,139911.281185042,60,1,1,58,1,839,0.0
1.0,1.0,0,1.0,79158.6411043136,15094.2636056377,205650.034956934,180,0,1,21,0,350,1.0
1.0,0.0,2,1.0,79307.9496918234,24475.1190857556,144432.279880724,300,0,1,41,0,354,
0.0,1.0,1,0.0,53303.9402511099,21232.3589663881,112586.267261115,360,0,2,36,0,543,0.0
0.0,1.0,0,1.0,97808.8137031156,7156.79029699744,179068.652966946,60,0,2,36,0,619,0.0
1.0,1.0,2,0.0,47486.4542500757,20568.7472236814,165785.971114826,360,0,2,42,0,430,1.0
0.0,0.0,1,1.0,69849.0252801629,19371.2677973105,151830.182828153,60,0,2,51,0,606,0.0
1.0,1.0,0,1.0,36930.1514803043,18366.0142756216,154736.923791645,360,1,0,24,1,784,0.0
1.0,0.0,1,1.0,69155.4573230377,33076.3080567068,238164.940014978,60,0,2,26,0,320,
,1.0,0,1.0,62282.0298445304,9105.76588513109,197551.066808907,60,0,2,34,0,628,1.0
1.0,0.0,1,1.0,80427.6659085879,10649.2275842368,178302.872941603,180,0,0,43,0,466,0.0
1.0,0.0,1,1.0,85086.7672151467,20735.5883687742,169727.201715833,300,1,2,37,1,667,1.0
1.0,1.0,0,1.0,29552.8162756421,1763.50429157821,110532.381704871,60,0,0,26,0,388,0.0
1.0,0.0,1,0.0,77049.372868659,27891.3183543744,111366.330466977,300,1,1,37,1,709,0.0
1.0,1.0,0,1.0,51393.8136009071,1080.16713202923,98698.237622238,120,0,1,25,0,313,0.0
0.0,1.0,3,1.0,77490.3414826504,7653.2890632314,202801.518578285,120,0,2,39,0,541,1.0
1.0,1.0,0,1.0,75593.2106453868,5980.07350556802,139632.161565299,360,0,2,45,0,564,0.0
0.0,1.0,1,1.0,51163.0214551835,9184.19236772782,148091.520651678,120,1,0,44,1,739,0.0
1.0,1.0,0,1.0,87017.0466139801,9508.73519010422,156404.944217949,240,0,1,42,0,352,0.0
1.0,0.0,2,1.0,65566.9726928934,806.156442039593,149826.139514903,300,1,2,36,1,779,0.0
1.0,0.0,2,1.0,56309.492846883,26377.7678066866,254987.627399799,180,1,2,39,1,733,0.0
1.0,0.0,3,0.0,55680.7895929953,26888.0624119315,173667.059169257,240,0,1,50,0,391,0.0
1.0,0.0,2,1.0,46972.8621241634,30027.3432630558,217221.69540415,60,1,1,48,1,760,0.0
1.0,1.0,0,1.0,21012.5648935515,10171.2228070886,125001.875139568,300,1,1,21,1,837,
1.0,0.0,2,1.0,89018.5509655842,9100.84603750066,158551.974631857,240,0,1,25,0,563,0.0
1.0,0.0,1,1.0,101501.30078697,14378.6393353069,139316.141470589,180,1,2,33,1,824,1.0
1.0,1.0,0,1.0,50343.4481838616,2497.83974105198,85409.6273166442,360,0,2,32,0,334,1.0
1.0,1.0,0,1.0,47402.3089527237,7183.27927653112,190239.37217637,120,1,0,31,1,730,0.0
1.0,1.0,0,0.0,46747.524821083,11313.806342143,102500.214824015,240,1,2,34,1,813,1.0
1.0,1.0,1,0.0,58716.23645783,13761.0763676479,191048.356965649,120,0,1,28,0,349,
1.0,1.0,0,1.0,77892.9437514774,8521.27710353478,132058.681452822,360,0,0,54,0,301,0.0
1.0,1.0,1,1.0,47828.2055352059,13604.5795707209,143641.860185293,360,0,2,36,0,353,0.0
0.0,,1,0.0,61457.4819603103,29846.418618765,122993.048026819,240,1,2,32,1,755,0.0
1.0,1.0,0,0.0,49418.9464530741,9162.77866437398,45646.5377145241,120,0,2,21,0,559,0.0
1.0,1.0,1,1.0,80801.2363980515,27101.6609536531,165714.465773935,240,0,2,49,0,609,0.0
0.0,0.0,2,1.0,74379.0662133013,13159.1313298408,111405.481240702,360,0,0,39,0,490,1.0
1.0,0.0,0,1.0,22963.1453685068,28610.0670476977,191207.618172781,240,1,1,37,1,795,0.0
1.0,1.0,2,1.0,27846.7794576388,31000.9784682047,224597.152958082,120,0,2,42,0,517,0.0
1.0,1.0,1,1.0,43954.4546155676,18499.2371524939,205614.622494586,360,1,0,23,1,693,0.0
1.0,1.0,0,1.0,45641.6221850479,17078.6050106708,141658.016615303,300,1,2,42,1,811,1.0
1.0,1.0,1,1.0,58160.8643479146,0.0,159968.9960327,300,1,1,32,1,839,0.0
1.0,0.0,0,0.0,85451.4032585713,36487.0629393705,149222.642317821,120,0,2,32,0,569,0.0
1.0,0.0,1,1.0,65120.5946862775,23117.0557161326,111514.645038107,60,0,0,32,0,603,0.0
1.0,1.0,3,1.0,67668.7006280728,23109.1377261569,154891.324592613,300,0,1,52,0,570,1.0
0.0,0.0,0,1.0,86298.2890716809,2018.96096312842,144940.118634123,360,1,0,36,1,849,0.0
0.0,0.0,2,1.0,54298.1148591597,14270.3056811872,149669.187792325,300,0,2,27,0,514,0.0
0.0,0.0,0,1.0,62453.4063198959,6023.40614724946,184972.504530327,120,0,2,30,0,551,1.0
1.0,1.0,0,1.0,57409.6550627311,16072.2928841915,184193.055696599,240,1,2,30,1,839,0.0
0.0,1.0,0,1.0,73184.9133686481,11871.6352694847,109521.659895521,300,1,1,46,1,689,0.0
0.0,1.0,2,0.0,76160.7237880414,22911.4000435588,,120,0,2,33,0,512,0.0
0.0,,1,0.0,79514.267553385,17626.4198787169,155781.039521071,240,0,1,36,0,507,1.0
1.0,1.0,0,1.0,64873.7442298382,13863.3331091856,133618.328134501,60,1,2,31,1,731,0.0
1.0,1.0,2,1.0,86908.4009230995,14608.3788455724,147771.655028725,180,1,1,38,1,760,0.0
0.0,1.0,1,0.0,41269.872504208,12241.0427855982,194792.54400514,60,1,1,61,0,702,1.0
1.0,0.0,1,1.0,42024.3190335374,15199.9548620641,226033.208649059,120,0,2,43,0,579,1.0
0.0,1.0,2,1.0,58484.7142692908,41366.6914194558,118595.10824601,300,1,0,30,1,803,0.0
1.0,1.0,3,1.0,72441.3998061209,13961.8751559703,204853.765320631,60,1,0,48,1,837,0.0
0.0,1.0,1,1.0,61033.2195370216,16033.8199621209,164300.790381731,120,1,2,38,1,773,0.0
1.0,1.0,0,1.0,56657.5657242717,10490.0598297069,86673.0585527514,180,0,0,36,0,340,0.0
0.0,1.0,1,1.0,46597.6959909153,13238.6580228922,237488.325294041,240,1,1,44,1,806,0.0
0.0,0.0,0,1.0,86109.5761430865,26013.3016488955,130630.912749264,240,0,2,49,0,314,1.0
1.0,0.0,3,1.0,44653.048742239,25984.8487605181,153086.733823014,300,0,0,34,0,600,1.0
0.0,1.0,0,1.0,51975.5905622832,32873.4641442982,65656.1524313473,120,0,0,28,0,364,0.0
1.0,0.0,2,1.0,46460.0972308293,0.0,180321.236419558,360,0,0,39,0,644,0.0
1.0,1.0,0,1.0,75586.9800781066,0.0,132999.010468827,360,1,0,24,1,720,0.0
0.0,1.0,0,1.0,,13264.5558243861,241897.101499613,60,0,2,41,0,308,0.0
1.0,1.0,1,1.0,49204.8063938127,4551.63686096928,152479.591383079,120,0,2,38,0,643,1.0
1.0,0.0,0,1.0,66145.9904175321,3659.79814065041,118187.158250698,360,0,2,24,0,428,0.0
1.0,0.0,1,1.0,35155.0693290154,7351.50771691896,128335.791318607,120,1,2,33,1,785,1.0
0.0,1.0,3,1.0,80798.0937479215,21091.3551905351,125670.716514967,60,1,1,36,1,712,0.0
1.0,1.0,1,1.0,68769.5147761945,12269.9325197741,184684.897750657,360,1,2,53,1,788,1.0
1.0,1.0,0,1.0,77898.4875388888,10930.2563362662,74792.573452601,180,1,0,43,1,730,0.0
0.0,,2,1.0,68161.0569367351,26234.2728709576,151317.064437371,300,1,2,31,1,785,1.0
0.0,0.0,1,1.0,85841.2066865304,2818.23933192681,177712.723801326,180,1,2,27,1,812,0.0
1.0,0.0,0,1.0,78823.6373283993,10492.5972269724,142590.535479817,300,1,2,39,1,812,1.0
1.0,0.0,2,1.0,90223.0986049469,4438.88430812913,157238.274555882,120,1,1,32,1,682,1.0
1.0,1.0,0,1.0,59602.5272926337,17520.0376120192,196442.562302511,60,0,0,44,0,560,0.0
1.0,1.0,3,1.0,24539.3506358623,844.759330862934,118505.688121364,180,1,1,26,1,690,0.0
0.0,1.0,0,0.0,42215.1834354335,15223.5055496636,145729.058358346,60,1,2,33,1,677,1.0
1.0,1.0,0,0.0,67546.009860897,32409.4148659699,172116.812998809,240,1,1,26,1,784,0.0
0.0,0.0,2,1.0,56797.3440886671,5749.15379521364,195317.161769857,120,0,1,47,0,500,0.0
1.0,1.0,1,0.0,61387.3960531613,13212.931154365,181809.024434201,60,1,2,58,1,721,0.0
1.0,1.0,1,1.0,60408.3433442583,13913.8334506165,102819.914204033,60,1,1,30,1,661,0.0
1.0,1.0,0,0.0,73627.2465315061,7251.9782186447,196641.944618111,360,1,0,42,1,811,0.0
0.0,,3,1.0,36832.7062161491,9449.8329845589,54868.6881784279,180,1,1,36,1,682,0.0
,1.0,2,0.0,42403.7129299589,0.0,214074.76996267,60,1,1,33,0,697,0.0
1.0,1.0,1,0.0,90980.4030299037,21041.0745543904,106735.036243257,120,0,1,44,0,361,0.0
1.0,1.0,0,1.0,59629.7372801522,36458.2492507648,125189.706212924,180,0,2,25,0,515,
,0.0,1,1.0,88627.3356366236,24057.1760049736,50685.4694064789,300,1,1,25,1,686,0.0
0.0,0.0,2,,69241.2178650379,24443.8522283539,49238.9047283811,60,0,1,37,0,398,0.0
1.0,0.0,1,1.0,43782.121275995,40083.0627305656,185189.79418754,180,0,1,46,0,471,0.0
1.0,1.0,1,1.0,37530.119335208,17438.9094162045,132172.87856786,60,1,2,34,1,753,0.0
1.0,0.0,1,0.0,26150.7074057036,0.0,246463.499831064,360,0,2,40,0,513,
0.0,0.0,1,0.0,37935.8326855663,3290.75106192546,97137.4268989948,240,0,2,48,0,334,1.0
1.0,0.0,0,0.0,72182.7624181435,17361.424098791,140917.743054688,180,0,2,21,0,526,0.0
1.0,1.0,0,0.0,29940.5934320969,23495.8453104661,130070.398054312,300,0,1,39,0,400,0.0
1.0,0.0,0,1.0,59091.7756413552,5153.66312982044,226356.619207756,120,1,1,26,1,824,
0.0,0.0,3,0.0,65665.7574309228,12661.021995464,116545.161993114,120,1,1,45,1,780,0.0
0.0,1.0,1,1.0,51927.03073516,10822.1698748638,168787.344085982,120,1,0,40,1,650,1.0
1.0,0.0,0,1.0,68726.4733934806,18994.6937260218,203089.238347916,180,0,1,43,0,304,0.0
1.0,1.0,2,1.0,24272.4906929062,15239.8001901559,127663.656713858,180,0,1,35,0,517,1.0
,1.0,1,1.0,64045.6081524243,0.0,20000.0,300,0,1,41,0,554,1.0
0.0,1.0,0,,62789.9559229491,15187.9051130794,132253.932315038,180,1,0,53,1,791,0.0
1.0,1.0,1,1.0,43163.5673626369,30677.9150979566,174970.730396953,180,1,2,24,1,752,0.0
1.0,0.0,2,1.0,22584.1615794828,17183.8898754417,66401.3764103724,180,1,0,37,1,676,0.0
0.0,1.0,1,1.0,70818.1703712198,26549.9756054161,162828.869792465,180,1,2,37,1,786,1.0
1.0,1.0,0,0.0,69400.883747364,0.0,100984.31270247,180,1,2,31,1,664,0.0
,0.0,1,0.0,70091.6362895478,11901.5509863592,153583.206987542,240,1,2,35,1,739,0.0
0.0,0.0,2,1.0,95330.2360065526,41024.7987487431,109376.508385383,60,0,1,45,0,341,0.0
0.0,1.0,0,1.0,73409.6123448242,26535.0284978154,184338.774452383,180,1,1,27,1,773,0.0
1.0,1.0,0,1.0,59378.8213425819,19633.0151023423,180705.290264484,360,1,0,25,1,828,1.0
1.0,1.0,3,1.0,84538.6644776861,31797.4738222152,188207.914996594,360,1,0,27,1,712,0.0
0.0,1.0,0,1.0,69723.6958312387,0.0,79578.8307896995,300,1,1,33,1,745,1.0
1.0,0.0,1,1.0,63427.3656237994,27184.8021487168,144929.608513906,300,0,0,25,0,530,0.0
1.0,1.0,1,1.0,56617.5462871436,2701.16884713459,187903.285308698,180,1,2,23,1,701,0.0
0.0,1.0,1,0.0,91720.336322907,24198.7151595443,182805.810093013,300,0,2,22,0,395,0.0
1.0,1.0,1,1.0,75417.3038777393,4921.32086777869,147561.186774969,120,0,1,34,0,521,0.0
0.0,0.0,1,1.0,79503.9525956485,29190.3561136726,31121.5085036448,180,1,2,34,1,800,1.0
1.0,1.0,1,1.0,48441.5844633457,24622.1057858109,145110.250145789,360,1,2,21,1,792,1.0
1.0,0.0,0,1.0,44433.9054919537,32839.2259520176,170393.952544874,360,1,2,38,1,820,0.0
1.0,1.0,0,1.0,70215.8417705519,20628.5448045713,30091.8452374551,60,0,0,32,0,328,0.0
1.0,1.0,3,1.0,72532.2727452614,17349.2812508811,208012.40659148,360,0,2,34,0,335,0.0
1.0,,3,0.0,76270.3443473934,15438.2879946042,104420.331170692,300,1,1,41,1,662,0.0
1.0,0.0,0,0.0,65831.2735336394,0.0,157299.795715632,300,0,2,38,0,459,0.0
0.0,0.0,1,1.0,,17019.9901075732,,180,1,1,41,1,720,0.0
0.0,1.0,0,1.0,42969.2004044136,18800.6744057383,134861.272743723,60,1,2,45,1,836,0.0
1.0,1.0,1,1.0,52233.0612339768,18589.1758374066,146476.321306127,240,0,2,25,0,542,0.0
0.0,1.0,0,0.0,84130.1793301671,14587.0863821533,87566.8287618686,360,1,0,32,1,735,0.0
1.0,1.0,1,1.0,65269.7443066211,6488.19517552515,102762.357399555,120,0,1,49,0,583,1.0
0.0,1.0,2,0.0,58595.5927696476,21325.8279964219,119192.593555368,120,1,1,39,1,715,1.0
1.0,0.0,3,0.0,39831.025349053,33307.4382483126,166191.963316372,120,1,2,37,1,819,0.0
1.0,1.0,3,1.0,85142.9843372514,21844.8613355299,108739.356222714,360,0,1,49,0,344,0.0
0.0,1.0,2,1.0,66284.9466519054,16943.3346333823,113627.303763844,240,0,1,39,0,361,1.0
0.0,1.0,3,1.0,35251.4672355485,18128.2223676684,132923.979249734,120,1,2,42,1,834,1.0
0.0,1.0,2,1.0,41213.2921236249,26782.52847548,32076.7928896267,120,1,2,24,1,783,1.0
1.0,1.0,1,0.0,64862.4691702578,9537.35990822535,261060.169713598,360,0,2,30,0,583,0.0
1.0,0.0,0,1.0,57208.2074368965,12022.0384377604,78676.8044288127,60,1,2,47,1,677,1.0
0.0,1.0,0,1.0,58379.0807055651,13179.5956891434,140525.021180393,240,1,1,22,1,757,0.0
1.0,0.0,0,1.0,43704.879943529,23898.5695178549,126027.029452477,180,0,1,40,0,343,0.0
1.0,0.0,0,1.0,40597.5147924071,36655.2145220655,129138.258238084,360,1,2,35,1,733,1.0
0.0,1.0,1,1.0,65711.0814971531,31370.8240799274,168006.547563878,180,0,2,42,0,585,1.0
1.0,1.0,0,1.0,65295.5062195596,0.0,164687.367583699,60,1,2,21,1,839,0.0
0.0,1.0,0,1.0,70479.2102415346,4863.94157645531,114125.069895778,360,1,2,36,1,724,1.0
1.0,1.0,1,1.0,73558.5174267853,24316.6596686809,191347.30304714,300,1,1,30,1,777,0.0
0.0,1.0,1,0.0,38562.8553391968,26625.7366818784,195970.421437682,360,1,2,35,1,741,0.0
1.0,0.0,0,0.0,74090.1307964944,7099.82903184791,241448.737812717,180,1,0,40,1,839,0.0
1.0,1.0,2,1.0,51413.9555096548,12722.2902087636,118163.472044597,360,1,2,21,1,778,0.0
1.0,0.0,2,1.0,45434.5559518677,16571.4578370253,93525.7211202298,300,0,1,34,0,582,1.0
0.0,1.0,0,1.0,60826.5126454123,0.0,167936.80719983,120,1,0,31,1,839,0.0
1.0,0.0,0,1.0,81204.1981499776,11733.8621933878,123908.472925592,60,1,1,37,1,770,1.0
1.0,0.0,1,1.0,93914.4575562173,18812.4465516209,72586.9165884582,120,1,2,39,1,765,0.0
0.0,1.0,2,1.0,40285.4790732891,4015.90782037447,177456.333777918,120,1,2,21,1,652,0.0
1.0,0.0,1,1.0,64263.9325647537,15738.6343441088,109938.982009355,300,1,1,30,1,752,1.0
1.0,1.0,2,0.0,64966.5028503176,5341.73229104035,56297.2248634389,300,0,2,39,0,497,0.0
1.0,1.0,0,1.0,46967.9930478836,0.0,146376.114020298,300,1,0,35,1,849,0.0
1.0,0.0,2,0.0,49420.4458387196,17567.8325732472,164363.396456039,240,0,1,38,0,436,0.0
0.0,1.0,1,1.0,60320.5056459032,38596.142591001,107718.575600529,300,0,2,42,0,617,0.0
0.0,1.0,2,1.0,49345.4900356619,11407.1469569358,150558.400475316,60,1,2,29,1,814,0.0
0.0,0.0,0,1.0,69618.1618549779,8468.62610070059,134587.16851233,360,1,0,34,1,700,1.0
0.0,1.0,0,1.0,47177.7147955071,1748.42844802238,168991.672751854,240,1,0,37,1,821,
0.0,0.0,2,1.0,46835.031753323,12604.441410629,66815.5010901808,180,1,2,46,1,801,0.0
,1.0,0,0.0,52229.5844963398,21946.6912411858,87584.8599065341,60,0,0,32,0,614,1.0
1.0,1.0,1,0.0,88546.1072857843,8598.534949063,199214.822259852,360,1,2,22,1,767,0.0
1.0,1.0,0,1.0,63791.6323319748,22298.1936226763,261016.092900244,180,1,1,43,1,809,1.0
0.0,0.0,3,1.0,24784.7448168836,4499.45210176813,157560.811066877,180,0,1,43,0,395,0.0
0.0,1.0,0,1.0,68638.4508934788,20805.6768703561,83529.7448337459,180,0,0,26,0,532,0.0
1.0,1.0,0,1.0,70203.1493783036,28779.7433392541,148889.988828233,360,0,2,39,0,479,0.0
0.0,0.0,0,1.0,61192.6073984034,22147.4564988894,69449.8616057416,240,0,2,33,0,412,1.0
1.0,0.0,0,0.0,33755.6161313718,999.287655982612,111351.328291668,360,0,1,28,0,617,1.0
0.0,1.0,2,1.0,77632.795138989,28209.9578954071,196807.67970641,300,0,2,42,0,351,0.0
0.0,1.0,2,1.0,55970.1693210496,17187.1826614148,199904.208630182,240,1,1,37,1,661,0.0
1.0,1.0,0,0.0,88701.7479844447,26615.0304848197,152435.83396969,120,1,2,46,1,688,0.0
1.0,1.0,0,0.0,56488.7210900156,32629.7965253739,199819.42128215,360,0,2,31,0,412,0.0
1.0,1.0,0,0.0,71678.5637065192,237.374559982206,168445.860145412,240,0,2,28,0,400,
1.0,1.0,1,1.0,122258.204020876,26792.6315857922,256505.213316048,180,0,1,46,0,412,0.0
1.0,1.0,1,1.0,60420.0768326551,22163.4008054041,187660.672320807,360,1,0,29,1,833,1.0
0.0,0.0,1,1.0,99850.3070633623,34126.8813435679,91065.4434101872,120,1,2,36,1,730,0.0
0.0,0.0,3,1.0,63189.2501360825,4844.18620349455,112017.411958331,180,0,2,23,0,486,0.0
1.0,0.0,0,1.0,74180.0751517702,11578.5134887276,229932.379679555,240,1,2,21,1,762,1.0
1.0,1.0,2,1.0,22401.5122972191,7576.71987123428,157025.44521428,120,1,2,31,0,651,1.0
0.0,,1,0.0,89538.6885223655,14297.7637942537,219171.203927798,360,1,2,44,1,779,1.0
0.0,0.0,0,1.0,90385.6784728353,20614.7262982613,92249.5751300048,180,1,0,52,1,703,0.0
1.0,1.0,0,1.0,55470.3180230033,16764.8418366295,213893.826052098,360,1,1,33,1,736,0.0
0.0,0.0,1,1.0,29685.1177000553,33463.9592059924,124832.163097526,60,1,0,33,1,778,0.0
0.0,1.0,2,1.0,49511.0372747469,17690.526930157,125638.952916588,120,1,2,45,1,796,0.0
0.0,1.0,2,1.0,60938.6980412073,23918.7763457027,151478.114343605,180,1,1,40,1,775,0.0
1.0,1.0,2,1.0,57020.613804654,12877.5569016006,169311.303205229,60,1,2,46,1,779,0.0
1.0,0.0,0,1.0,42430.5239731588,23155.9424459616,253957.83492334,240,0,1,31,0,352,0.0
1.0,1.0,0,1.0,73630.0139474524,30723.9821027032,118318.006704471,120,1,2,43,1,821,0.0
1.0,0.0,1,1.0,55450.4748009318,11758.2313895935,74522.4188765022,300,1,2,37,1,809,
1.0,1.0,2,1.0,64442.6754326742,5896.75658071716,139482.119811154,240,0,1,50,0,497,0.0
1.0,1.0,0,0.0,85899.7116963391,10029.6930933409,181261.423543655,240,0,2,38,0,546,0.0
1.0,1.0,0,1.0,101847.745513709,28060.7220387162,129328.059881174,300,0,1,36,0,623,0.0
1.0,0.0,0,0.0,48338.4512286212,5756.42666369624,170304.255493721,120,0,1,36,0,502,0.0
1.0,0.0,0,1.0,54629.3870418833,16175.886298872,135645.889844249,60,1,0,21,1,833,0.0
1.0,1.0,0,1.0,45603.1158321058,10835.6156675197,162574.683497099,240,0,2,42,0,422,1.0
1.0,1.0,0,1.0,83685.1329039234,22489.3611380592,182186.700059605,360,0,1,47,0,554,0.0
1.0,1.0,2,1.0,67634.6833792501,13754.5152031357,159422.004021037,180,1,0,44,1,687,0.0
0.0,0.0,3,1.0,51114.1347984777,0.0,189183.023711335,360,1,1,34,1,673,0.0
0.0,1.0,1,0.0,36594.3858720645,5536.86177252203,201570.7953217,240,1,0,39,1,718,0.0
0.0,1.0,3,1.0,46010.0955966471,22791.3062558835,80095.8980040608,360,1,1,35,1,765,0.0
0.0,1.0,2,1.0,95309.0848056219,0.0,172643.716339744,240,1,1,48,1,747,0.0
1.0,1.0,0,0.0,71124.6001880132,15974.341102973,170910.753913309,240,1,2,33,1,847,0.0
0.0,0.0,0,1.0,42765.9385948748,26435.6604492861,164161.247930535,240,0,1,33,0,539,1.0
0.0,1.0,1,1.0,50161.9510498759,18454.1418164385,172485.630374825,120,0,2,30,0,443,0.0
1.0,1.0,1,0.0,28321.9435302855,30602.5552953093,176239.628775066,60,0,2,53,0,396,0.0
0.0,1.0,0,1.0,55221.3580166061,22497.4547543834,239155.725999625,180,1,1,27,1,850,1.0
1.0,1.0,1,0.0,66846.7566897924,12607.2685284814,109808.767587862,60,0,2,33,0,423,0.0
1.0,1.0,0,0.0,81717.9113166315,4498.1346263833,224736.550363465,300,0,2,31,0,486,0.0
1.0,1.0,2,1.0,50257.492324706,12419.5448438883,208509.616703528,60,1,0,41,1,719,0.0
1.0,1.0,0,1.0,42030.6403641792,0.0,123261.387197109,300,1,2,21,1,742,0.0
1.0,1.0,1,1.0,33307.7878617953,22932.6249595503,132782.704753314,300,1,1,21,1,652,0.0
1.0,0.0,0,1.0,71379.6615837055,5668.9392281289,185275.669303012,180,0,2,25,0,447,0.0
1.0,1.0,1,0.0,89948.6336635925,23092.5862812329,217917.85832153,240,0,2,21,0,551,
1.0,1.0,3,1.0,63592.4454526384,15167.0086726755,143692.922506134,60,0,2,33,0,645,0.0
1.0,1.0,0,1.0,81077.8310459176,18932.9513816648,198186.893858655,120,1,1,21,1,844,0.0
1.0,1.0,3,0.0,51771.4678576799,4643.95943954605,215574.040948014,60,1,2,38,1,796,0.0
0.0,1.0,1,0.0,48692.1405942919,12865.6730291207,75519.5193824498,360,1,0,36,1,797,0.0
1.0,1.0,1,1.0,68644.333815185,24837.3604390356,105780.989231889,240,0,2,21,0,498,0.0
0.0,1.0,0,1.0,48518.3484582546,7271.66269111036,167206.685241403,240,0,1,50,0,607,1.0
0.0,0.0,1,0.0,94493.9329952221,18044.9220168014,117414.792589088,300,0,0,37,0,427,1.0
1.0,1.0,0,1.0,48168.5722232834,23569.7553698278,202086.642632729,300,0,2,29,0,338,1.0
0.0,1.0,1,1.0,48688.4726425202,24496.4149861653,162222.722480277,360,0,0,34,0,637,0.0
0.0,1.0,1,0.0,39956.2508843705,2310.17422745501,125502.798951301,60,1,1,21,1,753,0.0
1.0,0.0,1,0.0,66197.8955876126,23944.5884310512,108343.343315982,60,0,0,23,0,428,0.0
1.0,1.0,2,1.0,90760.7313293194,0.0,190477.094412647,120,0,0,24,0,566,
1.0,1.0,1,1.0,24618.993925212,23730.660663321,212653.186346445,360,1,0,31,1,834,0.0
1.0,1.0,0,1.0,57525.4210745032,15018.0350635641,66996.5925297151,300,1,2,44,1,827,
